sport,market,side,american_odds,american_odds_display,model_prob,sized_prob,fair_prob,edge_pct,edge_pct_raw,shrinkage_alpha,ev_pct,bet_pct,bet_usd,confidence,signals,n_signals,pin_move_full,money_vs_tickets,clv_signed_train,trained_on,is_arb_side,arb_margin_pct,arb_book_count,arb_book,arb_partner_book,arb_partner_price,arb_partner_line,home_injury_score,away_injury_score,has_major_injury,injured_players,side_injury_score,opp_injury_score,book,line,is_home,event_id,sport_key
NBA,totals,Over,-108.0,-108,0.5565,,0.505,5.15,,,7.18,0.0018577037249832417,18.577037249832415,MEDIUM,CLV_MODEL,0,-0.007244626901714568,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,fanduel,202.0,0.0,be60e6f50fc77fc3a3cf6925472bad91,basketball_nba
NHL,spreads,Colorado Avalanche,147.0,+147,0.4481,,0.4049,4.33,,,10.69,0.0017427942162213917,17.427942162213917,MEDIUM,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,bovada,-1.5,1.0,dd40fd7156c9a60a0ce8365206fc9310,icehockey_nhl
MLB,totals,Over,-105.0,-105,0.5639,,0.5,6.39,,,10.1,0.0025375849851575205,25.375849851575204,MEDIUM,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,bovada,,0.0,b713b3ae079ed7d21c2a9f7edb043f6b,baseball_mlb
NBA,totals,Over,-106.0,-106,0.5756,,0.5192,5.64,,,11.87,0.003016374604998562,30.163746049985622,MEDIUM,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,fanduel,211.5,0.0,b11391b35b7a0cf79deeef3bb3eb9009,basketball_nba
NHL,spreads,Vegas Golden Knights,158.0,+158,0.4481,,0.3846,6.35,,,15.62,0.0023652207220147456,23.652207220147456,MEDIUM,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,bovada,-1.5,1.0,df8e2f4e8a0bfcff34d6bbd0619bc3dd,icehockey_nhl
NHL,spreads,Colorado Avalanche,140.0,+140,0.4481,,0.4,4.81,,,7.55,0.0012927319735708124,12.927319735708124,MEDIUM,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,-1.5,1.0,5c45bb4b4310c3efc4baaf7a5f5046d4,icehockey_nhl
CFB,totals,Over,-112.0,-112,0.5738,,0.5,7.38,,,8.61,0.0023077659676338205,23.077659676338204,MEDIUM,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,,0.0,4f0e1900bdc8d12bf0cc91ae291c104e,americanfootball_ncaaf
CFB,spreads,Ole Miss Rebels,-112.0,-112,0.5738,,0.5,7.38,,,8.61,0.0023077659676338205,23.077659676338204,MEDIUM,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,,1.0,4f0e1900bdc8d12bf0cc91ae291c104e,americanfootball_ncaaf
CFB,totals,Over,-115.0,-115,0.5738,,0.5,7.38,,,7.28,0.0020013406109355538,20.013406109355536,MEDIUM,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,,0.0,08c34029ecc85b4a6d519f90f9082e56,americanfootball_ncaaf
MLB,h2h,Cincinnati Reds,102.0,+102,0.5269,,0.4878,3.91,,,6.43,0.0015129751986976917,15.129751986976917,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,fanduel,,0.0,b7ecafff68e95721e956a1a960acdd98,baseball_mlb
MLB,totals,Under,-110.0,-110,0.561,,0.5238,3.72,,,7.1,0.0018672795173800623,18.672795173800623,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,fanduel,7.5,0.0,b7ecafff68e95721e956a1a960acdd98,baseball_mlb
MLB,h2h,Washington Nationals,116.0,+116,0.4881,,0.4525,3.56,,,5.42,0.0011203677104280375,11.203677104280375,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,bovada,,1.0,1c691cd82a568ab8542e6672e53d0125,baseball_mlb
MLB,spreads,Colorado Rockies,-102.0,-102,0.521,,0.5098,1.12,,,3.19,0.0007756391841424875,7.7563918414248745,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,betmgm,1.5,1.0,9e48c32033c5db8cdc98fcd3ecdc2aa2,baseball_mlb
MLB,spreads,New York Mets,128.0,+128,0.4832,,0.4525,3.07,,,10.17,0.001905582686967346,19.05582686967346,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,fanduel,-1.5,0.0,257b715ef1fa8b967fb27a46de2d3021,baseball_mlb
MLB,h2h,Athletics,102.0,+102,0.518,,0.4902,2.78,,,4.64,0.001091640333237575,10.916403332375749,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,,1.0,ba204fb233ca7bb67ee89a3dd893e188,baseball_mlb
MLB,h2h,Kansas City Royals,105.0,+105,0.5139,,0.4831,3.08,,,5.34,0.0012161256343962458,12.161256343962458,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,betmgm,,0.0,e05ec850dc5af5d56ee55a4acb831ae9,baseball_mlb
NHL,totals,Under,120.0,+120,0.483,,0.4545,2.85,,,6.27,0.0012544288039835292,12.544288039835292,LOW,CLV_MODEL,0,-0.12878787878787884,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,bovada,5.0,0.0,6ff22480704fc10dca4fb5f56513a4f4,icehockey_nhl
NBA,spreads,Cleveland Cavaliers,-102.0,-102,0.5165,,0.495,2.14,,,2.28,0.0005553959590156082,5.553959590156082,LOW,CLV_MODEL,0,-0.00990099009900991,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,fanduel,-8.5,1.0,a463f640631f8b0580966b909965de14,basketball_nba
NHL,h2h,Philadelphia Flyers,210.0,+210,0.5323,,0.5,3.23,,,65.0,0.003830316958728333,38.30316958728333,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,,0.0,644f37a134497f23c6d3821ad599b48b,icehockey_nhl
NBA,totals,Over,-110.0,-110,0.55,,0.5215,2.84,,,4.99,0.001311883558364454,13.118835583644541,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,216.5,0.0,219920e3a715ceb3dc69f3638f7571d5,basketball_nba
NHL,h2h,Philadelphia Flyers,160.0,+160,0.5323,,0.5,3.23,,,38.39,0.003830316958728333,38.30316958728333,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,,0.0,7f605acb7f99134918723ef1b60ad3d6,icehockey_nhl
NHL,h2h,Pittsburgh Penguins,164.0,+164,0.5323,,0.5,3.23,,,40.51,0.003830316958728333,38.30316958728333,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,,0.0,f2d7bfc5fcf72c2275d21da44aef4b5a,icehockey_nhl
NHL,h2h,Dallas Stars,152.0,+152,0.5322,,0.5,3.22,,,34.13,0.003830316958728333,38.30316958728333,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,,0.0,c67ffe206ed27a555efcff830334df7e,icehockey_nhl
NHL,h2h,Minnesota Wild,152.0,+152,0.5322,,0.5,3.22,,,34.13,0.003830316958728333,38.30316958728333,LOW,CLV_MODEL,0,0.0,0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,draftkings,,0.0,dffd95aefd43cfbbe00c7e861001be14,icehockey_nhl
